trigger_team,2up_triggered,comeback_occurred
Mansfield,False,False
Salford,False,False
Gillingham,True,False
Swindon,False,False
Harrogate,False,False
Tranmere,False,False
Sutton,False,False
Walsall,True,False
Doncaster,False,False
Wrexham,True,False
Accrington,False,False
AFC Wimbledon,False,False
Grimsby,False,False
Barrow,True,False
Gillingham,False,False
Bradford,False,False
Doncaster,False,False
Mansfield,False,False
Milton Keynes Dons,False,False
Morecambe,False,False
Crawley Town,False,False
Accrington,False,False
Bradford,True,False
Barrow,True,False
Colchester,False,False
Doncaster,True,False
Crewe,False,False
Forest Green,True,False
Walsall,False,False
Gillingham,False,False
Tranmere,False,False
Harrogate,False,False
Crawley Town,False,False
Mansfield,False,False
Swindon,False,False
Milton Keynes Dons,True,False
Salford,False,False
Morecambe,False,False
Wrexham,True,False
Notts County,False,False
AFC Wimbledon,True,False
Stockport,False,False
Newport County,False,False
Sutton,False,False
Grimsby,False,False
AFC Wimbledon,True,False
Gillingham,False,False
Bradford,False,False
Forest Green,True,False
Crawley Town,False,False
Notts County,False,False
Crewe,False,False
Sutton,False,False
Grimsby,False,False
Milton Keynes Dons,False,False
Newport County,True,False
Morecambe,False,False
Swindon,False,False
Accrington,False,False
Tranmere,False,False
Mansfield,False,False
Walsall,False,False
Barrow,False,False
Wrexham,False,False
Harrogate,False,False
Salford,False,False
Stockport,False,False
Accrington,False,False
Notts County,False,False
AFC Wimbledon,False,False
Newport County,True,False
Barrow,False,False
Harrogate,False,False
Bradford,False,False
Mansfield,True,False
Colchester,False,False
Walsall,False,False
Forest Green,False,False
Sutton,False,False
Gillingham,False,False
Grimsby,False,False
Milton Keynes Dons,True,False
Crewe,False,False
Swindon,False,False
Doncaster,False,False
Wrexham,False,False
Tranmere,False,False
Salford,True,False
Morecambe,False,False
Crawley Town,False,False
Stockport,False,False
Bradford,False,False
Notts County,True,False
Mansfield,False,False
Colchester,False,False
Harrogate,True,False
Bradford,False,False
Barrow,False,False
Newport County,False,False
Crewe,False,False
AFC Wimbledon,False,False
Doncaster,True,False
Forest Green,False,False
Grimsby,False,False
Wrexham,True,False
Morecambe,False,False
Gillingham,False,False
Notts County,False,False
Salford,False,False
Sutton,True,False
Accrington,False,False
Tranmere,False,False
Crawley Town,True,False
Stockport,True,False
Milton Keynes Dons,False,False
Accrington,False,False
Morecambe,False,False
AFC Wimbledon,False,False
Harrogate,False,False
Barrow,True,False
Grimsby,False,False
Bradford,True,False
Tranmere,False,False
Colchester,False,False
Newport County,False,False
Crawley Town,False,False
Doncaster,True,False
Forest Green,False,False
Stockport,True,False
Gillingham,False,False
Crewe,False,False
Milton Keynes Dons,True,False
Walsall,False,False
Salford,False,False
Sutton,False,False
Swindon,False,False
Notts County,False,False
Wrexham,True,False
Mansfield,False,False
Grimsby,False,False
Bradford,False,False
Crewe,False,False
Forest Green,True,False
Harrogate,True,False
Gillingham,False,False
Morecambe,False,False
Barrow,False,False
Newport County,False,False
Crawley Town,True,False
Notts County,False,False
Milton Keynes Dons,False,False
Stockport,False,False
AFC Wimbledon,False,False
Sutton,True,False
Swindon,False,False
Tranmere,False,False
Colchester,False,False
Walsall,False,False
Salford,False,False
Doncaster,False,False
Wrexham,False,False
Accrington,False,False
Crewe,False,False
AFC Wimbledon,False,False
Salford,False,False
Barrow,False,False
Swindon,True,False
Bradford,False,False
Gillingham,False,False
Colchester,False,False
Wrexham,False,False
Forest Green,False,False
Milton Keynes Dons,True,False
Grimsby,False,False
Newport County,False,False
Mansfield,False,False
Crawley Town,True,False
Morecambe,False,False
Doncaster,True,False
Notts County,True,False
Harrogate,False,False
Sutton,False,False
Stockport,True,False
Tranmere,False,False
Walsall,True,False
Colchester,False,False
Stockport,False,False
Doncaster,False,False
Walsall,False,False
Harrogate,False,False
Grimsby,False,False
Mansfield,False,False
Forest Green,False,False
Morecambe,False,False
Crewe,False,False
Newport County,False,False
Accrington,True,False
Wrexham,True,False
Crawley Town,False,False
Crawley Town,False,False
Colchester,False,False
Crewe,False,False
Grimsby,True,False
Doncaster,True,False
Accrington,False,False
Gillingham,True,False
Barrow,False,False
Harrogate,False,False
Sutton,False,False
Milton Keynes Dons,False,False
Mansfield,True,False
Newport County,False,False
Tranmere,False,False
Salford,False,False
Bradford,False,False
Stockport,True,False
Morecambe,False,False
Swindon,False,False
AFC Wimbledon,False,False
Walsall,False,False
Notts County,True,False
Wrexham,True,False
Forest Green,False,False
Colchester,True,False
Grimsby,False,False
Crawley Town,False,False
Barrow,False,False
Mansfield,False,False
Accrington,False,False
Notts County,False,False
Stockport,True,False
Walsall,False,False
Swindon,False,False
Crewe,False,False
Wrexham,True,False
Doncaster,True,False
Barrow,False,False
Grimsby,True,False
Swindon,False,False
Harrogate,False,False
Milton Keynes Dons,True,False
Mansfield,False,False
Gillingham,False,False
Morecambe,False,False
Forest Green,False,False
Newport County,False,False
Salford,False,False
Notts County,False,False
Colchester,False,False
Stockport,True,False
Accrington,False,False
Sutton,False,False
Crawley Town,False,False
Tranmere,False,False
AFC Wimbledon,False,False
Walsall,False,False
Bradford,False,False
Barrow,False,False
Bradford,False,False
Colchester,False,False
Doncaster,True,False
Accrington,True,False
Tranmere,False,False
AFC Wimbledon,True,False
Walsall,False,False
Barrow,False,False
Mansfield,False,False
Bradford,True,False
Newport County,False,False
Colchester,False,False
Crewe,False,False
Crawley Town,True,False
Grimsby,False,False
Forest Green,False,False
Notts County,False,False
Gillingham,False,False
Doncaster,False,False
Milton Keynes Dons,False,False
Sutton,False,False
Salford,False,False
Harrogate,False,False
Swindon,False,False
Morecambe,False,False
Wrexham,False,False
Stockport,False,False
Werder Bremen,False,False
Bayern Munich,True,False
Augsburg,False,False
M'gladbach,False,False
Hoffenheim,False,False
Freiburg,False,False
Leverkusen,False,False
RB Leipzig,False,False
Stuttgart,True,False
Bochum,False,False
Wolfsburg,True,False
Heidenheim,False,False
Dortmund,False,False
FC Koln,False,False
Union Berlin,True,False
Mainz,False,False
Ein Frankfurt,False,False
Darmstadt,False,False
RB Leipzig,True,False
Stuttgart,False,False
Bochum,False,False
Dortmund,False,False
Darmstadt,False,False
Union Berlin,True,False
FC Koln,False,False
Wolfsburg,False,False
Freiburg,False,False
Werder Bremen,False,False
Heidenheim,False,False
Hoffenheim,False,False
M'gladbach,False,False
Leverkusen,True,False
Mainz,False,False
Ein Frankfurt,False,False
Bayern Munich,True,False
Augsburg,False,False
Dortmund,False,False
Heidenheim,False,False
Augsburg,False,False
Bochum,False,False
Hoffenheim,True,False
Wolfsburg,False,False
Leverkusen,True,False
Darmstadt,False,False
Stuttgart,True,False
Freiburg,False,False
Werder Bremen,True,False
Mainz,False,False
M'gladbach,False,False
Bayern Munich,False,False
Ein Frankfurt,False,False
FC Koln,False,False
Union Berlin,False,False
RB Leipzig,True,False
Bayern Munich,False,False
Leverkusen,False,False
FC Koln,False,False
Hoffenheim,True,False
Freiburg,False,False
Dortmund,True,False
Mainz,False,False
Stuttgart,True,False
RB Leipzig,True,False
Augsburg,False,False
Wolfsburg,False,False
Union Berlin,False,False
Bochum,False,False
Ein Frankfurt,False,False
Heidenheim,True,False
Werder Bremen,False,False
Darmstadt,False,False
M'gladbach,False,False
Stuttgart,True,False
Darmstadt,False,False
Augsburg,False,False
Mainz,False,False
Bayern Munich,True,False
Bochum,False,False
Dortmund,False,False
Wolfsburg,False,False
M'gladbach,False,False
RB Leipzig,False,False
Union Berlin,False,False
Hoffenheim,True,False
Werder Bremen,False,False
FC Koln,False,False
Leverkusen,True,False
Heidenheim,False,False
Ein Frankfurt,False,False
Freiburg,False,False
Hoffenheim,False,False
Dortmund,True,False
Bochum,False,False
M'gladbach,True,False
FC Koln,False,False
Stuttgart,True,False
Heidenheim,False,False
Union Berlin,False,False
Mainz,False,False
Leverkusen,True,False
Wolfsburg,True,False
Ein Frankfurt,False,False
RB Leipzig,False,False
Bayern Munich,False,False
Darmstadt,True,False
Werder Bremen,False,False
Freiburg,True,False
Augsburg,False,False
M'gladbach,False,False
Mainz,False,False
Augsburg,False,False
Darmstadt,False,False
Dortmund,True,False
Union Berlin,False,False
RB Leipzig,False,False
Bochum,False,False
Stuttgart,True,False
Wolfsburg,False,False
Werder Bremen,False,False
Hoffenheim,False,False
Leverkusen,True,False
FC Koln,False,False
Bayern Munich,True,False
Freiburg,False,False
Ein Frankfurt,True,False
Heidenheim,False,False
Dortmund,False,False
Werder Bremen,False,False
Darmstadt,False,False
RB Leipzig,True,False
Freiburg,False,False
Bochum,False,False
Hoffenheim,False,False
Ein Frankfurt,True,False
Union Berlin,False,False
Stuttgart,True,False
Wolfsburg,False,False
Leverkusen,False,False
Mainz,False,False
Bayern Munich,True,False
FC Koln,True,False
M'gladbach,False,False
Heidenheim,False,False
Augsburg,True,False
Bochum,False,False
Mainz,False,False
Augsburg,False,False
Wolfsburg,False,False
Bayern Munich,True,False
Darmstadt,False,False
M'gladbach,False,False
Heidenheim,False,False
Stuttgart,False,False
Hoffenheim,False,False
Werder Bremen,True,False
Union Berlin,False,False
RB Leipzig,True,False
FC Koln,False,False
Ein Frankfurt,False,False
Dortmund,False,False
Leverkusen,False,False
Freiburg,False,False
Darmstadt,False,False
Bochum,False,False
FC Koln,False,False
Augsburg,False,False
Freiburg,False,False
M'gladbach,False,False
Hoffenheim,False,False
Leverkusen,False,False
Mainz,True,False
RB Leipzig,False,False
Union Berlin,False,False
Ein Frankfurt,True,False
Dortmund,False,False
Bayern Munich,True,False
Wolfsburg,False,False
Werder Bremen,False,False
Heidenheim,True,False
Stuttgart,False,False
M'gladbach,True,False
Wolfsburg,False,False
Augsburg,False,False
Hoffenheim,False,False
Bayern Munich,True,False
Heidenheim,False,False
Darmstadt,False,False
Mainz,False,False
Stuttgart,False,False
Dortmund,False,False
Bochum,False,False
FC Koln,False,False
Leverkusen,True,False
Union Berlin,False,False
Werder Bremen,False,False
Ein Frankfurt,False,False
RB Leipzig,True,False
Freiburg,False,False
FC Koln,False,False
Bayern Munich,False,False
Dortmund,True,False
M'gladbach,False,False
Freiburg,False,False
Darmstadt,False,False
Union Berlin,False,False
Augsburg,False,False
Werder Bremen,False,False
Leverkusen,True,False
Wolfsburg,False,False
RB Leipzig,False,False
Ein Frankfurt,False,False
Stuttgart,False,False
Heidenheim,False,False
Bochum,False,False
Hoffenheim,False,False
Mainz,False,False
Darmstadt,False,False
FC Koln,False,False
Bochum,True,False
Wolfsburg,False,False
M'gladbach,False,False
Hoffenheim,False,False
RB Leipzig,False,False
Heidenheim,False,False
Stuttgart,True,False
Werder Bremen,False,False
Mainz,False,False
Freiburg,False,False
Leverkusen,False,False
Dortmund,False,False
Augsburg,False,False
Ein Frankfurt,False,False
Hoffenheim,True,False
Bochum,False,False
Ein Frankfurt,True,False
Bayern Munich,False,False
Heidenheim,False,False
Darmstadt,False,False
Union Berlin,True,False
M'gladbach,False,False
Werder Bremen,True,False
Augsburg,False,False
Wolfsburg,False,False
Freiburg,False,False
Dortmund,False,False
RB Leipzig,False,False
Stuttgart,False,False
Leverkusen,False,False
FC Koln,False,False
Mainz,False,False
M'gladbach,False,False
Werder Bremen,False,False
Augsburg,False,False
Dortmund,False,False
Bochum,True,False
Union Berlin,False,False
Darmstadt,False,False
Wolfsburg,False,False
Mainz,False,False
Heidenheim,False,False
RB Leipzig,True,False
Hoffenheim,False,False
Freiburg,True,False
FC Koln,False,False
Leverkusen,True,False
Ein Frankfurt,False,False
Bayern Munich,True,False
Stuttgart,False,False
Werder Bremen,False,False
RB Leipzig,False,False
Dortmund,False,False
Mainz,False,False
Hoffenheim,False,False
Darmstadt,False,False
Union Berlin,True,False
FC Koln,False,False
Ein Frankfurt,False,False
M'gladbach,False,False
Heidenheim,False,False
Freiburg,False,False
Leverkusen,True,False
Bochum,False,False
Stuttgart,True,False
Augsburg,False,False
Wolfsburg,False,False
Bayern Munich,False,False
Bayern Munich,True,False
Hoffenheim,False,False
Augsburg,False,False
Leverkusen,False,False
FC Koln,False,False
Heidenheim,False,False
Freiburg,False,False
Union Berlin,False,False
Mainz,False,False
Wolfsburg,False,False
RB Leipzig,False,False
Ein Frankfurt,False,False
Darmstadt,False,False
Dortmund,True,False
Bochum,False,False
Werder Bremen,False,False
M'gladbach,True,False
Stuttgart,False,False
Bochum,False,False
Stuttgart,False,False
Darmstadt,False,False
Ein Frankfurt,False,False
FC Koln,False,False
Dortmund,True,False
Freiburg,False,False
Hoffenheim,False,False
Heidenheim,False,False
Wolfsburg,False,False
RB Leipzig,False,False
Leverkusen,False,False
Bayern Munich,False,False
Werder Bremen,False,False
M'gladbach,False,False
Augsburg,False,False
Bayern Munich,False,False
Union Berlin,False,False
Ein Frankfurt,False,False
Mainz,False,False
Augsburg,False,False
Bayern Munich,False,False
Hoffenheim,False,False
Heidenheim,False,False
Stuttgart,True,False
RB Leipzig,False,False
Werder Bremen,True,False
Freiburg,False,False
Wolfsburg,False,False
FC Koln,False,False
Leverkusen,False,False
M'gladbach,False,False
Union Berlin,False,False
Darmstadt,False,False
Dortmund,True,False
Bochum,False,False
Heidenheim,False,False
Dortmund,False,False
Bayern Munich,True,False
M'gladbach,False,False
Bochum,False,False
Augsburg,False,False
Darmstadt,False,False
Leverkusen,True,False
Freiburg,False,False
Stuttgart,True,False
Mainz,False,False
Werder Bremen,False,False
FC Koln,True,False
Ein Frankfurt,False,False
Wolfsburg,False,False
Hoffenheim,False,False
RB Leipzig,True,False
Union Berlin,False,False
Mainz,False,False
Union Berlin,False,False
Dortmund,True,False
Freiburg,False,False
